Sub#,Cond,RT,ACC,Response Given,Correct Response
1,2,0.483769325,1,0,0
1,2,0.567129656,1,0,0
1,0,0.450423126,1,1,1
1,2,0.433752906,1,1,1
1,2,0.369225012,0,0,1
1,0,0.433746608,1,1,1
1,2,0.68384602,1,1,1
1,0,0.667166516,1,1,1
1,0,0.983954422,1,1,1
1,0,0.433750495,1,1,1
1,0,0.433741783,1,1,1
1,0,1.017293549,1,1,1
1,0,0.517113084,1,1,1
1,2,0.600473777,1,1,1
1,2,0.633823799,1,0,0
1,2,1.15068904,1,1,1
1,2,0.533795905,1,1,1
1,100,0.802733387,0,0,1
1,0,0.43374034,1,1,1
1,100,0.683836796,1,0,0
1,100,0.817218585,1,1,1
1,2,0.850565929,1,1,1
1,2,0.500436892,1,0,0
1,2,0.633815403,1,0,0
1,0,0.617152452,1,1,1
1,100,0.450414825,1,1,1
1,100,0.43374154,1,1,1
1,0,0.419241019,0,1,0
1,2,0.433757632,1,0,0
1,0,0.567133147,1,1,1
1,2,0.433743241,1,1,1
1,0,0.517109707,1,1,1
1,0,0.40038889,1,0,0
1,2,0.433742681,1,0,0
1,0,0.483765075,1,0,0
1,100,0.483760969,1,0,0
1,100,0.669303879,0,0,1
1,100,0.702639534,0,0,1
1,100,0.50043298,1,1,1
1,2,0.733858516,1,0,0
1,0,0.517111596,1,1,1
1,0,0.567117081,1,1,1
1,0,0.569290584,0,0,1
1,2,0.483768095,1,1,1
1,0,0.71718115,1,1,1
1,0,1.086140809,0,1,0
1,0,0.950613237,1,1,1
1,0,0.652660853,0,0,1
1,2,0.683838482,1,0,0
1,0,0.533776501,1,1,1
1,100,0.683833082,1,0,0
1,0,0.450420642,1,1,1
1,0,0.819388543,0,1,0
1,2,2.284431095,1,0,0
1,0,1.717557028,1,0,0
1,0,1.167347012,1,1,1
1,0,1.500809398,1,1,1
1,100,0.68384297,1,1,1
1,0,0.650496866,1,1,1
1,0,0.550462243,1,0,0
1,2,0.483764098,1,1,1
1,100,0.73602658,0,0,1
1,2,0.836030542,0,0,1
1,0,3.985058074,1,0,0
1,0,1.136153628,0,1,0
1,100,0.733857564,1,0,0
1,100,0.517108635,1,1,1
1,2,0.919421882,0,0,1
1,100,1.302916838,0,1,0
1,0,2.717920553,1,0,0
1,2,0.68383148,1,0,0
1,2,0.900582685,1,1,1
1,0,0.667163689,1,1,1
1,0,1.052776748,0,0,1
1,100,0.617136019,1,0,0
1,100,0.950607663,1,1,1
1,0,0.733866386,1,1,1
1,100,0.567133157,1,0,0
1,100,0.600472973,1,0,0
1,0,0.66717217,1,0,0
1,100,0.769324652,0,0,1
1,100,1.70088228,1,0,0
1,2,0.633826,1,1,1
1,100,0.650490072,1,1,1
1,0,0.833897414,1,1,1
1,0,1.317410248,1,1,1
1,100,1.367421995,1,1,1
1,2,0.68383997,1,1,1
1,2,0.61714312,1,1,1
1,100,0.917259794,1,0,0
1,0,0.517105744,1,1,1
1,0,0.567117175,1,1,1
1,100,0.450413268,1,1,1
1,0,1.650867398,1,0,0
1,0,0.700508871,1,0,0
1,100,0.63385986,1,0,0
1,2,0.685987652,0,0,1
1,0,0.600477243,1,1,1
1,0,0.617139262,1,1,1
1,0,0.519247878,0,1,0
1,0,0.869396893,0,1,0
1,0,1.567493489,1,0,0
1,2,1.367430689,1,0,0
1,100,0.736033909,0,0,1
1,100,0.567121325,1,1,1
1,100,0.983951333,1,1,1
1,100,0.967272965,1,0,0
1,0,0.736027636,0,1,0
1,2,0.817221863,1,1,1
1,0,1.452986834,0,0,1
1,2,1.083983725,1,1,1
1,100,0.717180193,1,0,0
1,100,0.733859811,1,0,0
1,2,0.61717564,1,0,0
1,2,0.833891394,1,0,0
1,100,0.800543093,1,0,0
1,0,1.734227303,1,1,1
1,0,1.18616116,0,1,0
1,2,0.833899884,1,1,1
1,0,0.667166442,1,1,1
1,0,0.600465719,1,1,1
1,100,0.967279173,1,1,1
1,2,1.184028479,1,1,1
1,100,0.667169591,1,0,0
1,2,0.517117497,1,1,1
1,0,0.633933917,1,1,1
1,100,0.652684824,0,0,1
1,100,0.717179464,1,0,0
1,100,0.617149413,1,0,0
1,0,2.234408467,1,0,0
1,100,0.533783706,1,1,1
1,2,0.583801156,1,0,0
1,100,0.750534777,1,0,0
1,0,0.783877702,1,1,1
1,2,0.669334838,0,1,0
1,0,0.567126572,1,0,0
1,100,0.600470593,1,1,1
1,100,0.500439342,1,1,1
1,100,0.61714973,1,0,0
1,100,0.800552401,1,0,0
1,2,0.567132468,1,1,1
1,2,0.767197931,1,1,1
1,0,0.817218575,1,0,0
1,2,0.950609825,1,1,1
1,2,0.90058749,1,0,0
1,0,0.733859602,1,1,1
1,0,0.633822668,1,1,1
1,100,1.169518219,0,1,0
1,2,1.01728628,1,1,1
1,0,0.667164022,1,0,0
1,100,0.733862156,1,1,1
1,2,2.817956083,1,0,0
1,100,0.869091969,0,0,1
1,2,0.700517569,1,1,1
1,100,3.203592558,0,1,0
1,0,0.70051875,1,0,0
1,100,0.800550645,1,0,0
1,100,0.817223236,1,0,0
1,100,2.184396244,1,1,1
1,2,0.733861938,1,0,0
1,2,1.017299758,1,1,1
1,2,0.667165053,1,0,0
1,2,0.600473837,1,0,0
1,100,0.650488971,1,0,0
1,100,0.767202597,1,1,1
1,0,0.517100349,1,0,0
1,2,0.617145887,1,1,1
1,0,0.567132542,1,1,1
1,100,0.535943463,0,1,0
1,0,0.850569613,1,1,1
1,2,0.567116629,1,1,1
1,0,0.65049392,1,0,0
1,0,0.917252346,1,1,1
1,0,0.517100225,1,0,0
1,100,0.550449845,1,1,1
1,2,0.483763999,1,1,1
1,100,0.500444529,1,1,1
1,0,1.784251984,1,1,1
1,2,0.633819638,1,0,0
1,2,0.633826189,1,1,1
1,100,0.867241099,1,1,1
1,0,0.667180317,1,0,0
1,0,0.55045039,1,1,1
1,0,0.75053925,1,0,0
1,2,0.667169893,1,1,1
1,2,0.567132384,1,0,0
1,0,0.517123854,1,1,1
1,100,0.883915971,1,1,1
1,0,0.567125094,1,1,1
1,100,0.583805842,1,0,0
1,2,0.817223082,1,0,0
1,100,0.917263126,1,0,0
1,100,0.600473708,1,1,1
1,100,0.500448134,1,1,1
1,0,0.435901059,0,0,1
1,2,0.983949275,1,1,1
1,0,1.65086717,1,1,1
1,0,1.167353622,1,1,1
1,2,0.550455528,1,1,1
1,2,0.533790852,1,0,0
1,2,0.802741733,0,1,0
1,100,0.817222007,1,0,0
1,0,0.733855486,1,1,1
1,100,0.767187696,1,0,0
1,0,0.567125079,1,1,1
1,100,0.733861665,1,1,1
1,0,1.06730677,1,0,0
1,100,0.650492458,1,0,0
1,2,0.650489849,1,0,0
1,2,0.950607634,1,1,1
1,100,0.700510176,1,1,1
1,0,0.51710382,1,0,0
1,2,0.983951407,1,1,1
1,0,0.633818964,1,1,1
1,0,0.650499717,1,1,1
1,0,1.217372986,1,1,1
1,2,0.600476767,1,1,1
1,2,0.567155969,1,0,0
1,0,0.700504379,1,0,0
1,0,0.500433535,1,0,0
1,2,0.533779957,1,0,0
1,100,0.90058938,1,0,0
1,2,0.883920851,1,1,1
1,2,0.600485401,1,0,0
1,0,0.833897102,1,1,1
1,100,0.669291923,0,0,1
1,2,0.750533294,1,0,0
1,100,0.717188797,1,0,0
1,0,0.900586524,1,1,1
1,2,0.733861546,1,0,0
1,0,0.917260389,1,1,1
1,2,0.650577602,1,0,0
1,100,0.517114368,1,1,1
1,100,0.65049876,1,0,0
1,100,0.467089399,1,1,1
1,0,1.417441202,1,1,1
1,2,0.783879369,1,1,1
1,2,0.567136653,1,1,1
1,0,0.46709775,1,1,1
1,2,0.567126165,1,1,1
1,2,0.583806398,1,1,1
1,0,0.68384361,1,0,0
1,2,0.483768264,1,1,1
1,2,0.617154416,1,1,1
1,0,0.700515278,1,1,1
1,0,0.669337808,0,1,0
1,0,0.850565929,1,0,0
1,100,0.800557985,1,1,1
1,0,1.817588542,1,0,0
1,0,0.667162683,1,0,0
1,0,0.917257864,1,1,1
1,100,0.567125248,1,1,1
1,100,0.667162951,1,1,1
1,100,0.71718234,1,0,0
1,0,1.367423459,1,1,1
1,100,0.567127816,1,1,1
1,100,0.817224749,1,0,0
1,0,0.800545002,1,1,1
1,0,0.633825227,1,0,0
1,2,0.750529277,1,0,0
1,100,1.431351762,1,1,1
1,0,1.001989046,1,1,1
1,100,0.669904769,1,0,0
1,100,0.667169353,1,1,1
1,0,0.633832031,1,1,1
1,100,0.617155691,1,0,0
1,100,0.683828917,1,0,0
1,100,1.367439283,1,1,1
1,2,0.668228106,1,1,1
1,100,0.867245621,1,1,1
1,0,0.686473361,1,0,0
1,100,1.167350612,1,1,1
1,0,0.600482738,1,1,1
1,0,0.46286355,0,1,0
1,100,0.600462451,1,1,1
1,2,1.11979466,0,1,0
1,0,0.767195794,1,0,0
1,100,1.417447386,1,1,1
1,0,0.917251175,1,1,1
1,100,0.633824528,1,1,1
1,100,0.817226827,1,1,1
1,0,0.733859459,1,0,0
1,2,0.533787946,1,1,1
1,0,0.483777666,1,1,1
1,2,0.817220638,1,1,1
1,0,0.833892322,1,1,1
1,0,0.733849303,1,1,1
1,100,0.550456738,1,0,0
1,100,0.533776426,1,1,1
1,100,1.350753933,1,0,0
1,100,1.100651312,1,1,1
1,0,1.234040515,1,0,0
1,100,0.767206113,1,0,0
1,0,0.983956823,1,0,0
1,2,0.853276342,1,0,0
1,2,0.867242775,1,1,1
1,100,0.950613738,1,1,1
1,0,0.685977581,0,1,0
1,100,0.733867606,1,1,1
1,2,0.650496896,1,0,0
1,0,0.600468064,1,0,0
1,0,1.152834991,0,1,0
1,2,1.234044095,1,1,1
1,0,0.617148069,1,1,1
1,0,1.250726901,1,0,0
1,2,0.617149309,1,0,0
1,0,2.517855581,1,0,0
1,2,0.883908785,1,1,1
1,2,0.6171552,1,1,1
1,2,0.600470296,1,1,1
1,2,0.55045709,1,0,0
1,2,0.653001483,0,0,1
1,2,0.600481176,1,1,1
1,0,1.167346893,1,0,0
1,2,0.650490439,1,0,0
1,0,0.950603716,1,0,0
1,100,0.636309602,0,0,1
1,0,1.083988203,1,0,0
1,0,0.583804384,1,1,1
1,0,1.035851921,0,1,0
1,2,0.81721677,1,1,1
1,0,1.250706946,1,0,0
1,100,1.150680768,1,1,1
1,100,0.583803353,1,1,1
1,2,0.700512978,1,1,1
1,2,1.017300879,1,1,1
1,0,1.417449057,1,1,1
1,0,1.036118831,0,1,0
1,0,1.000632706,1,0,0
1,2,0.617152165,1,0,0
1,100,0.783878337,1,1,1
1,2,0.717176479,1,0,0
1,2,0.61714731,1,1,1
1,2,0.567131913,1,0,0
1,2,0.717191122,1,1,1
1,0,1.033960204,1,0,0
1,0,0.667167072,1,0,0
1,2,0.700521636,1,0,0
1,100,2.401140373,1,1,1
1,100,1.684207551,1,0,0
1,100,0.750537763,1,0,0
1,2,0.917265829,1,1,1
1,100,0.567128085,1,1,1
1,100,0.783879408,1,1,1
1,100,0.869401402,0,0,1
1,100,0.650491054,1,0,0
1,100,0.717181939,1,1,1
1,0,0.517102566,1,1,1
1,2,0.683840362,1,0,0
1,0,0.550448328,1,1,1
1,2,0.850571319,1,0,0
1,2,0.700515368,1,0,0
1,100,0.533779337,1,1,1
1,0,0.583796674,1,1,1
1,0,0.533799381,1,1,1
1,0,1.117334738,1,0,0
1,0,0.483776486,1,1,1
1,0,0.900580052,1,0,0
1,2,0.75052482,1,0,0
1,100,0.617143438,1,0,0
1,0,0.483759819,1,0,0
1,100,0.500440046,1,1,1
1,0,0.533788045,1,0,0
1,0,0.653001304,0,0,1
1,2,0.533786696,1,0,0
1,2,0.50044321,1,1,1
1,0,0.883919566,1,0,0
1,0,0.750534256,1,1,1
1,100,0.769384531,0,0,1
1,2,0.517114348,1,1,1
1,100,0.500439055,1,0,0
1,0,0.65049213,1,0,0
1,100,0.517114289,1,0,0
1,100,0.850566648,1,1,1
1,2,0.567150811,1,0,0
1,0,0.550450787,1,1,1
1,0,0.4859112,0,0,1
1,100,0.667160347,1,1,1
1,100,0.469605789,0,1,0
1,2,0.533794521,1,0,0
1,2,0.817223197,1,0,0
1,0,0.786038575,0,0,1
1,2,0.617155562,1,0,0
1,0,0.500439416,1,1,1
1,0,1.267395133,1,1,1
1,2,0.517120061,1,1,1
1,2,0.602620939,0,1,0
1,100,0.650493965,1,0,0
1,0,0.769363188,0,1,0
1,0,1.000623894,1,1,1
1,100,0.93393356,1,0,0
1,2,0.567125223,1,1,1
1,100,1.019467896,0,1,0
1,100,0.683837208,1,0,0
1,0,1.000627405,1,0,0
1,2,0.633821463,1,0,0
1,0,0.650492636,1,1,1
1,0,1.134008886,1,1,1
1,2,0.550462585,1,1,1
1,2,0.533782436,1,0,0
1,100,0.950605352,1,1,1
1,2,0.683840302,1,1,1
1,2,0.869426325,0,1,0
1,2,0.600487563,1,1,1
1,0,0.850671059,1,0,0
1,2,0.633813599,1,0,0
1,100,0.650483328,1,0,0
1,2,0.617147067,1,0,0
1,2,0.53380502,1,0,0
1,0,1.2340387,1,0,0
1,0,1.634186188,1,0,0
1,2,0.633829185,1,0,0
1,100,0.567132682,1,1,1
1,0,0.783877792,1,1,1
1,0,0.617149101,1,0,0
1,2,0.5004396,1,0,0
1,0,1.150676013,1,0,0
1,2,0.933988356,1,1,1
1,0,0.602667905,0,1,0
1,100,0.567132096,1,0,0
1,0,1.067308937,1,1,1
1,2,0.633821468,1,0,0
1,2,0.767207155,1,0,0
1,100,0.783878948,1,0,0
1,100,0.550469562,1,0,0
1,0,0.633825103,1,0,0
1,2,0.533781018,1,1,1
1,100,0.583804672,1,1,1
1,0,0.833897062,1,1,1
1,0,0.633823413,1,0,0
1,100,0.936095733,0,1,0
1,2,1.033980422,1,0,0
1,2,0.783875243,1,1,1
1,0,0.717186471,1,0,0
1,0,1.236223787,0,1,0
1,0,0.583798955,1,0,0
1,100,0.733854653,1,1,1
1,100,0.583804826,1,1,1
1,100,0.70265092,0,0,1
1,2,0.917260687,1,0,0
1,0,0.650499831,1,1,1
1,0,0.90060025,1,0,0
1,0,0.983951908,1,1,1
1,2,0.967273917,1,0,0
1,100,1.150688975,1,1,1
1,0,0.800555793,1,0,0
1,0,0.617150841,1,0,0
1,100,0.852723936,0,0,1
1,2,0.583786622,1,1,1
1,2,0.617145981,1,0,0
1,0,1.017298201,1,1,1
1,0,0.617153762,1,1,1
1,100,0.583804761,1,0,0
1,100,0.467094929,1,0,0
1,100,0.717190597,1,0,0
1,2,0.583816554,1,0,0
1,2,0.683843531,1,1,1
1,2,0.500428944,1,1,1
1,100,0.483768006,1,1,1
1,100,0.65049585,1,1,1
1,0,0.483760221,1,1,1
1,2,0.500443989,1,0,0
1,100,0.467095752,1,1,1
1,2,0.619316658,0,0,1
1,2,0.800552099,1,0,0
1,0,0.767205831,1,1,1
1,0,1.384102814,1,1,1
1,0,0.900583831,1,1,1
1,100,0.650490687,1,1,1
1,0,0.836058302,0,0,1
1,100,0.569285352,0,1,0
1,2,0.817222686,1,0,0
1,100,0.600478414,1,0,0
1,100,1.152861576,0,1,0
1,100,0.617149953,1,1,1
1,2,1.550827389,1,0,0
1,0,0.869436833,0,1,0
1,0,0.969412713,0,1,0
1,0,1.867617021,1,0,0
1,0,0.73385989,1,0,0
1,100,0.819401416,0,1,0
1,0,2.384466879,1,1,1
1,2,0.933938916,1,0,0
1,2,0.767209867,1,0,0
1,100,0.883919239,1,1,1
1,2,1.100666655,1,1,1
1,0,1.083993975,1,0,0
1,0,0.867241842,1,0,0
1,2,0.867242716,1,0,0
1,0,2.484510096,1,0,0
1,0,0.600476797,1,1,1
1,2,0.667163219,1,0,0
1,100,0.633831713,1,1,1
1,2,0.55046734,1,1,1
1,0,2.867983482,1,0,0
1,2,0.650490806,1,0,0
1,0,1.684205672,1,0,0
1,2,1.503000912,0,1,0
1,0,0.533786568,1,0,0
1,2,0.600480546,1,1,1
1,2,0.750529773,1,0,0
1,100,0.617152458,1,0,0
1,0,0.683847473,1,1,1
1,0,1.11733814,1,0,0
1,100,1.200686615,1,1,1
1,0,1.550826234,1,1,1
1,0,2.017670692,1,0,0
1,100,0.883916397,1,1,1
1,0,0.683834724,1,0,0
1,0,0.650495988,1,0,0
1,2,0.66934843,0,0,1
1,100,1.036140591,0,0,1
1,2,0.683826382,1,1,1
1,2,1.267390497,1,0,0
1,100,0.952715104,0,1,0
1,0,0.767207527,1,1,1
1,100,0.950603776,1,1,1
1,0,2.201064883,1,0,0
1,2,0.733861482,1,0,0
1,2,0.967293653,1,1,1
1,0,3.384831446,1,0,0
1,0,0.585956322,0,0,1
1,0,0.633831178,1,1,1
1,0,0.567135116,1,1,1
1,2,0.833888954,1,0,0
1,0,1.617513508,1,0,0
1,100,0.73603745,0,1,0
1,100,0.550457551,1,1,1
