Sub#,Cond,RT,ACC,Response Given,Correct Response
2,2,1.984343521,1,0,0
2,2,1.084003002,1,0,0
2,2,0.700524095,1,0,0
2,0,1.800934847,1,1,1
2,2,2.517880844,1,0,0
2,100,0.952817474,0,1,0
2,0,0.78391079,1,0,0
2,100,1.100677109,1,0,0
2,2,0.767212503,1,1,1
2,2,0.850576987,1,1,1
2,2,0.633831164,1,0,0
2,0,0.967289749,1,1,1
2,0,0.717195901,1,0,0
2,2,0.9839525,1,0,0
2,0,1.017380737,1,0,0
2,100,0.867256321,1,1,1
2,100,1.13405343,1,0,0
2,100,0.83390043,1,1,1
2,100,0.969506636,0,1,0
2,0,0.867256107,1,1,1
2,2,0.867257,1,1,1
2,100,1.284073489,1,0,0
2,100,1.284070236,1,0,0
2,2,1.267400781,1,0,0
2,100,1.284081855,1,1,1
2,100,1.300750011,1,1,1
2,100,0.800563861,1,0,0
2,100,0.817300302,1,1,1
2,0,1.250743505,1,0,0
2,2,0.717192955,1,0,0
2,0,1.569706314,0,1,0
2,0,0.900603538,1,1,1
2,100,0.750545567,1,0,0
2,2,0.900600666,1,1,1
2,0,0.800555683,1,1,1
2,100,0.667169067,1,1,1
2,2,0.650510522,1,0,0
2,0,1.017307373,1,0,0
2,100,0.633824181,1,0,0
2,0,1.417472736,1,0,0
2,0,0.750545746,1,1,1
2,0,0.633825565,1,1,1
2,100,0.783973501,1,0,0
2,0,1.58635696,0,1,0
2,2,0.683852457,1,0,0
2,0,0.633827915,1,0,0
2,100,0.733868351,1,1,1
2,0,0.986220231,0,0,1
2,0,0.783890324,1,1,1
2,0,1.117403786,1,0,0
2,2,0.817231228,1,0,0
2,100,0.752713588,0,0,1
2,2,1.434144551,1,0,0
2,2,0.733862985,1,0,0
2,2,0.800558173,1,1,1
2,0,0.950607064,1,0,0
2,2,1.134063016,1,1,1
2,2,1.000648659,1,1,1
2,0,1.267402407,1,1,1
2,100,0.767212275,1,1,1
2,0,1.03409031,1,0,0
2,2,0.883938997,1,1,1
2,2,0.836421908,0,1,0
2,2,0.933938164,1,1,1
2,2,0.950622377,1,0,0
2,2,0.817229349,1,1,1
2,2,0.833903897,1,1,1
2,100,0.869434607,0,0,1
2,100,0.76941485,0,1,0
2,0,0.767219778,1,1,1
2,2,0.633830886,1,1,1
2,100,1.217488916,1,0,0
2,100,0.8005633,1,0,0
2,0,0.717189469,1,1,1
2,100,0.783992008,1,1,1
2,0,0.817228025,1,1,1
2,2,0.750534142,1,1,1
2,0,0.783888896,1,1,1
2,100,1.21738341,1,0,0
2,0,1.467472949,1,0,0
2,0,0.967304309,1,0,0
2,100,0.752753285,0,0,1
2,100,0.817314375,1,0,0
2,0,0.917274228,1,1,1
2,0,0.867254823,1,0,0
2,0,0.800559517,1,1,1
2,0,0.667170193,1,1,1
2,0,1.317418777,1,0,0
2,2,0.683855979,1,1,1
2,2,0.76721952,1,1,1
2,100,0.683904849,1,0,0
2,0,0.567138143,1,1,1
2,0,0.617153918,1,1,1
2,0,1.417460041,1,0,0
2,0,0.667172737,1,0,0
2,0,0.550464944,1,1,1
2,0,0.583809964,1,1,1
2,0,0.900594492,1,0,0
2,0,0.933944283,1,0,0
2,100,1.017306471,1,1,1
2,2,0.86725404,1,1,1
2,2,0.983973487,1,0,0
2,0,0.733828927,1,1,1
2,100,0.750546613,1,0,0
2,100,1.200711921,1,1,1
2,0,1.000653172,1,0,0
2,100,0.71719346,1,0,0
2,100,0.917289799,1,1,1
2,0,0.633825739,1,0,0
2,0,1.134025595,1,0,0
2,0,0.633832696,1,1,1
2,0,0.883919791,1,0,0
2,100,0.667173565,1,0,0
2,100,1.017313106,1,1,1
2,2,1.436289161,0,0,1
2,100,0.900596119,1,0,0
2,100,1.150721809,1,0,0
2,100,1.050672715,1,0,0
2,0,1.40082747,1,1,1
2,0,1.384118641,1,1,1
2,0,0.984048903,1,0,0
2,0,1.086205191,0,1,0
2,100,0.683844747,1,0,0
2,2,0.917272913,1,1,1
2,2,0.700519245,1,1,1
2,100,0.950618519,1,0,0
2,2,0.967294396,1,0,0
2,2,0.667186067,1,0,0
2,2,0.767219218,1,1,1
2,100,0.836061182,0,1,0
2,2,0.700527025,1,0,0
2,0,1.58637272,0,1,0
2,100,0.719379944,0,0,1
2,0,0.900586097,1,1,1
2,2,1.000649364,1,1,1
2,0,0.850577825,1,1,1
2,0,1.202828562,0,0,1
2,0,1.484157237,1,1,1
2,2,1.400794999,1,0,0
2,0,1.60088305,1,0,0
2,100,1.134030128,1,0,0
2,100,1.033995539,1,0,0
2,0,0.93394521,1,0,0
2,2,0.733863481,1,1,1
2,2,1.417464479,1,1,1
2,0,1.336240638,0,1,0
2,100,0.95062075,1,1,1
2,100,0.786061331,0,1,0
2,0,0.700524913,1,0,0
2,2,0.967292184,1,1,1
2,0,1.184043522,1,0,0
2,100,0.833900649,1,1,1
2,2,0.76721468,1,1,1
2,100,0.850577924,1,1,1
2,100,1.750925197,1,0,0
2,0,1.334091327,1,1,1
2,2,0.883850722,1,0,0
2,0,1.300747566,1,1,1
2,2,0.750536864,1,1,1
2,100,0.719369426,0,1,0
2,100,0.683846561,1,0,0
2,0,0.617151632,1,1,1
2,0,0.736054388,0,1,0
2,2,0.567144709,1,0,0
2,2,0.867257079,1,0,0
2,0,0.733872422,1,1,1
2,0,1.300745439,1,0,0
2,0,0.683852983,1,1,1
2,0,1.200709814,1,0,0
2,0,1.517582681,1,1,1
2,100,0.867262524,1,1,1
2,0,0.883910939,1,1,1
2,2,1.317417983,1,1,1
2,0,0.817312432,1,1,1
2,0,0.767208303,1,1,1
2,2,1.117350403,1,1,1
2,100,1.152905808,0,0,1
2,100,0.667174304,1,1,1
2,2,1.067328618,1,1,1
2,0,1.267393258,1,1,1
2,100,1.384130225,1,0,0
2,0,1.250727453,1,1,1
2,2,0.617159477,1,0,0
2,100,0.783889179,1,0,0
2,0,1.30074165,1,1,1
2,100,0.983969435,1,1,1
2,2,0.783881046,1,1,1
2,0,0.767208174,1,1,1
2,0,0.600489912,1,1,1
2,2,1.134064037,1,0,0
2,0,0.867247826,1,1,1
2,2,0.850587986,1,1,1
2,100,0.933945919,1,0,0
2,2,1.083997845,1,0,0
2,100,1.067328766,1,0,0
2,100,0.633829319,1,0,0
2,2,0.900595832,1,0,0
2,2,1.002798208,0,0,1
2,100,0.852813889,0,0,1
2,2,1.017317296,1,0,0
2,100,0.833907928,1,0,0
2,2,1.150697585,1,0,0
2,2,0.917277595,1,1,1
2,100,0.983971924,1,1,1
2,100,0.900592747,1,0,0
2,0,0.733876538,1,1,1
2,2,0.667270464,1,0,0
2,0,0.75057548,1,1,1
2,0,0.917274758,1,1,1
2,2,0.917266258,1,0,0
2,2,0.852732368,0,1,0
2,0,2.217760292,1,1,1
2,2,0.950617963,1,0,0
2,2,1.200723555,1,1,1
2,2,0.817271902,1,1,1
2,100,1.817617314,1,1,1
2,0,0.817309094,1,1,1
2,0,0.733873241,1,0,0
2,0,0.65049873,1,1,1
2,0,0.683850008,1,0,0
2,0,1.084121854,1,0,0
2,2,0.817251168,1,1,1
2,0,1.150685222,1,0,0
2,100,0.683857471,1,1,1
2,2,1.067328206,1,0,0
2,0,0.602638043,0,1,0
2,100,1.300762146,1,1,1
2,0,1.084008164,1,1,1
2,100,0.683843938,1,1,1
2,0,1.217388026,1,1,1
2,2,0.683840988,1,1,1
2,2,1.117317525,1,0,0
2,100,1.100674317,1,0,0
2,2,1.334090563,1,0,0
2,0,1.967666388,1,1,1
2,2,0.700517256,1,0,0
2,0,0.683845148,1,0,0
2,2,0.983960325,1,1,1
2,100,0.867254089,1,1,1
2,100,1.0173108,1,0,0
2,0,1.100668956,1,0,0
2,2,0.833907512,1,1,1
2,0,1.384120803,1,1,1
2,0,0.88612602,0,0,1
2,100,1.150697431,1,0,0
2,0,0.733860417,1,1,1
2,0,0.783899111,1,0,0
2,0,0.71719719,1,0,0
2,0,0.783970015,1,1,1
2,100,0.867276072,1,1,1
2,2,0.900599307,1,1,1
2,0,0.650510572,1,1,1
2,100,0.833941952,1,0,0
2,0,0.7171984,1,0,0
2,0,0.969457557,0,0,1
2,0,0.917281835,1,1,1
2,0,0.767216986,1,1,1
2,0,0.567141059,1,1,1
2,2,0.633835964,1,0,0
2,0,1.134020463,1,0,0
2,100,1.134016069,1,0,0
2,100,0.850582249,1,1,1
2,0,0.617155817,1,1,1
2,0,0.500466908,1,0,0
2,0,0.58380682,1,0,0
2,2,0.783884939,1,0,0
2,100,0.769455742,0,1,0
2,2,0.700523911,1,0,0
2,0,0.950618335,1,0,0
2,2,0.783898853,1,1,1
2,2,0.619359102,0,0,1
2,100,0.700512615,1,0,0
2,0,1.553010874,0,0,1
2,100,0.786058018,0,1,0
2,0,0.617158629,1,0,0
2,0,0.650501997,1,1,1
2,2,0.717197478,1,1,1
2,0,0.917269854,1,0,0
2,0,1.017304299,1,0,0
2,0,0.517116195,1,0,0
2,2,0.633832205,1,1,1
2,2,0.567138734,1,0,0
2,100,0.819422413,0,1,0
2,0,0.902762731,0,1,0
2,100,0.683851327,1,1,1
2,2,0.883924407,1,0,0
2,0,0.850577895,1,0,0
2,100,0.817231615,1,0,0
2,2,0.98395734,1,0,0
2,0,2.217760029,1,1,1
2,100,0.586033055,0,0,1
2,100,1.200707463,1,0,0
2,2,0.750544883,1,1,1
2,2,0.700524085,1,0,0
2,2,0.883927978,1,1,1
2,0,1.117344853,1,1,1
2,100,0.669365182,0,1,0
2,0,1.000644727,1,0,0
2,0,1.317424842,1,1,1
2,100,0.650498442,1,0,0
2,2,0.85058451,1,1,1
2,0,0.650497128,1,0,0
2,100,1.23626879,0,0,1
2,0,1.200707051,1,0,0
2,100,0.617154305,1,1,1
2,100,1.43412655,1,1,1
2,2,0.736052305,0,1,0
2,0,1.600882797,1,1,1
2,2,0.850575728,1,1,1
2,0,0.633832537,1,1,1
2,0,0.783889382,1,1,1
2,2,0.686016164,0,0,1
2,100,0.717196079,1,1,1
2,0,1.450807872,1,0,0
2,100,0.902773359,0,1,0
2,100,1.000640244,1,1,1
2,2,1.117359453,1,0,0
2,2,1.100674302,1,0,0
2,2,1.200719127,1,1,1
2,100,1.250732417,1,0,0
2,100,1.200725033,1,0,0
2,0,0.833911777,1,1,1
2,2,0.733875457,1,0,0
2,100,0.683851153,1,0,0
2,0,1.48637088,0,0,1
2,2,1.467469716,1,1,1
2,0,0.850587366,1,1,1
2,0,1.402972358,0,1,0
2,0,0.950609191,1,1,1
2,100,2.267783172,1,1,1
2,2,1.300748791,1,0,0
2,100,2.151077923,1,1,1
2,2,0.933950407,1,0,0
2,100,1.367438082,1,1,1
2,2,0.800566127,1,0,0
3,0,0.497246703,1,0,0
3,2,0.502884908,0,0,1
3,0,0.569704338,0,0,1
3,0,0.569343446,0,0,1
3,100,0.553952731,0,1,0
3,2,0.753750823,1,1,1
3,0,0.819387661,0,0,1
3,2,0.667169824,1,0,0
3,2,0.633815304,1,0,0
3,2,0.769388017,0,0,1
3,2,0.669328808,0,0,1
3,0,0.919426752,0,0,1
3,2,0.86974273,0,1,0
3,100,0.719794467,1,0,0
3,0,0.833890095,1,0,0
3,100,1.350760211,1,1,1
3,100,0.767204849,1,0,0
3,0,1.083996574,1,0,0
3,2,0.783786726,1,0,0
3,100,0.669641637,0,0,1
3,0,0.850569991,1,0,0
3,100,0.90058704,1,1,1
3,0,0.737176082,1,1,1
3,0,0.767193974,1,1,1
3,2,0.936077196,0,0,1
3,100,0.802699077,0,1,0
3,0,1.169517148,0,0,1
3,2,1.019427724,0,0,1
3,0,1.400775435,1,1,1
3,0,1.269565919,0,0,1
3,2,1.21953686,0,0,1
3,2,1.6529867,0,0,1
3,2,1.250717261,1,0,0
3,2,1.186188098,0,1,0
3,0,1.469995914,0,1,0
3,100,1.284056666,1,0,0
3,0,1.050639892,1,0,0
3,0,1.200697584,1,1,1
3,0,0.867250139,1,0,0
3,100,0.767203768,1,0,0
3,0,0.917266037,1,0,0
3,0,1.000625456,1,1,1
3,100,0.717185306,1,1,1
3,0,0.667161979,1,0,0
3,0,0.817217494,1,0,0
3,100,0.817239418,1,1,1
3,0,1.119526397,0,0,1
3,0,1.150685861,1,1,1
3,100,0.817226316,1,1,1
3,0,0.936064794,0,0,1
3,2,0.767200916,1,1,1
3,2,1.134014386,1,0,0
3,2,0.850573595,1,1,1
3,100,0.969451561,0,1,0
3,0,0.786027493,0,0,1
3,0,0.883903291,1,1,1
3,0,1.000637908,1,1,1
3,100,0.833908537,1,0,0
3,0,1.000622064,1,0,0
3,0,0.786017307,0,1,0
3,2,0.883919293,1,0,0
3,0,0.733864457,1,0,0
3,0,0.717192536,1,0,0
3,0,0.833893428,1,0,0
3,0,0.71719504,1,1,1
3,0,0.817230348,1,1,1
3,100,0.669347205,0,0,1
3,0,0.73385625,1,1,1
3,100,0.836001423,0,1,0
3,0,1.002804191,0,0,1
3,100,0.800555674,1,0,0
3,100,0.58380495,1,0,0
3,0,0.767213111,1,1,1
3,100,0.800551945,1,1,1
3,2,0.635988218,0,1,0
3,100,0.650502841,1,1,1
3,2,0.652632265,0,0,1
3,0,0.836054469,0,1,0
3,2,1.234040916,1,0,0
3,100,0.917262209,1,0,0
3,2,1.03396741,1,1,1
3,2,0.617149368,1,1,1
3,2,0.933924307,1,0,0
3,0,0.733864448,1,1,1
3,2,1.234047318,1,1,1
3,0,0.800589846,1,0,0
3,100,0.800553185,1,0,0
3,0,0.800563529,1,1,1
3,100,0.617151347,1,1,1
3,2,0.567131556,1,0,0
3,0,0.75053145,1,0,0
3,0,0.550460249,1,0,0
3,0,0.500453822,1,0,0
3,100,0.450419536,1,0,0
3,2,0.583803978,1,1,1
3,0,0.702675214,0,1,0
3,2,0.583808957,1,0,0
3,100,0.650499366,1,0,0
3,100,0.786048999,0,0,1
3,100,0.752687309,0,1,0
3,2,0.650497079,1,1,1
3,0,0.700519295,1,0,0
3,2,0.786023867,0,1,0
3,0,0.800559909,1,0,0
3,100,1.002775147,0,0,1
3,0,1.650864298,1,0,0
3,0,0.733861809,1,1,1
3,0,1.234052341,1,0,0
3,100,0.902717108,0,1,0
3,100,0.652646646,0,0,1
3,0,1.384099556,1,0,0
3,2,0.867243489,1,1,1
3,0,1.117369743,1,1,1
3,2,1.017301122,1,1,1
3,100,0.667164548,1,1,1
3,2,0.550458246,1,1,1
3,0,0.667173836,1,0,0
3,0,0.667172546,1,0,0
3,0,0.917264753,1,1,1
3,100,0.602619882,0,1,0
3,0,0.836087763,0,0,1
3,2,0.783894484,1,1,1
3,0,0.900589945,1,1,1
3,2,0.500441137,1,1,1
3,0,0.717181949,1,0,0
3,0,0.600474432,1,0,0
3,2,0.700512809,1,1,1
3,2,0.800544804,1,1,1
3,2,0.683840942,1,1,1
3,2,0.600476321,1,1,1
3,2,0.783879493,1,1,1
3,100,1.017302828,1,1,1
3,2,0.850573888,1,1,1
3,100,0.833904818,1,0,0
3,2,0.783878392,1,1,1
3,100,0.883907947,1,0,0
3,0,0.936093873,0,0,1
3,0,0.650488743,1,0,0
3,100,0.669349323,0,0,1
3,100,0.900588745,1,0,0
3,2,0.76720108,1,0,0
3,0,0.733859092,1,1,1
3,100,0.650496242,1,1,1
3,100,0.717189392,1,1,1
3,2,0.617185529,1,1,1
3,2,0.583806478,1,1,1
3,100,0.617151794,1,1,1
3,2,1.036136881,0,0,1
3,2,0.900592331,1,1,1
3,0,0.867238188,1,1,1
3,100,0.850574107,1,1,1
3,100,0.900587744,1,0,0
3,2,0.667170528,1,1,1
3,0,0.617156941,1,0,0
3,100,0.750532531,1,1,1
3,100,0.583799967,1,0,0
3,100,0.585961286,0,1,0
3,100,0.652660005,0,0,1
3,100,0.936044288,0,0,1
3,2,2.619993266,0,0,1
3,0,1.000635359,1,0,0
3,2,0.800554439,1,1,1
3,100,0.983963616,1,1,1
3,100,0.783877008,1,0,0
3,2,0.767207041,1,1,1
3,100,0.68384122,1,1,1
3,0,0.933939025,1,0,0
3,0,0.617144325,1,1,1
3,2,0.633823249,1,0,0
3,100,0.850575649,1,0,0
3,100,0.633817461,1,0,0
3,0,1.136186744,0,0,1
3,0,1.517474621,1,1,1
3,100,0.783875447,1,1,1
3,2,1.119507999,0,0,1
3,2,0.867246311,1,1,1
3,0,1.584181116,1,1,1
3,100,1.117345807,1,1,1
3,100,1.386257563,0,1,0
3,0,1.169544169,0,0,1
3,2,0.63382362,1,0,0
3,2,0.483777269,1,0,0
3,0,0.500449558,1,0,0
3,100,0.567124484,1,0,0
3,2,0.600474104,1,1,1
3,100,0.617150995,1,1,1
3,0,0.63381948,1,0,0
3,2,0.55049456,1,0,0
3,100,0.53593964,0,0,1
3,100,0.65049634,1,0,0
3,0,0.650498463,1,0,0
3,100,0.552587536,0,0,1
3,2,0.669335532,0,0,1
3,100,0.936100543,0,1,0
3,100,0.850571265,1,0,0
3,100,0.900592335,1,0,0
3,2,0.683848604,1,1,1
3,2,0.550457254,1,1,1
3,0,0.850576452,1,1,1
3,0,0.917341577,1,0,0
3,0,0.900593496,1,1,1
3,100,0.750532764,1,0,0
3,0,0.833901917,1,1,1
3,100,0.800558307,1,1,1
3,0,1.117340267,1,0,0
3,0,0.917258212,1,0,0
3,100,0.917262343,1,0,0
3,100,0.752696597,0,0,1
3,0,1.017304588,1,0,0
3,2,0.767207819,1,0,0
3,2,0.517105918,1,0,0
3,100,0.817226629,1,1,1
3,0,0.467097597,1,1,1
3,2,0.467097592,1,1,1
3,0,0.567135444,1,0,0
3,100,0.583809294,1,0,0
3,2,0.586003387,0,0,1
3,2,0.617153925,1,0,0
3,100,0.583810658,1,1,1
3,2,0.600475662,1,0,0
3,100,0.767211563,1,0,0
3,100,0.600483725,1,0,0
3,2,0.750534103,1,1,1
3,0,0.502590635,0,0,1
3,2,0.600480189,1,1,1
3,0,0.602640085,0,1,0
3,2,0.71718543,1,0,0
3,2,0.76937494,0,1,0
3,100,1.117337059,1,0,0
3,100,0.869417602,0,0,1
3,0,0.783878114,1,1,1
3,0,0.583813063,1,1,1
3,2,0.617156678,1,1,1
3,2,0.6671957,1,0,0
3,2,0.717197857,1,1,1
3,0,0.683848812,1,0,0
3,2,0.633832393,1,1,1
3,100,0.667172537,1,1,1
3,0,0.733863158,1,1,1
3,100,0.619345722,0,1,0
3,100,0.617154263,1,0,0
3,0,0.6526703,0,0,1
3,0,0.736003397,0,0,1
3,0,1.069511981,0,0,1
3,2,0.733856811,1,1,1
3,100,0.633827622,1,1,1
3,100,0.583787594,1,1,1
3,2,0.683846139,1,1,1
3,100,0.60264975,0,1,0
3,100,0.68398375,1,1,1
3,100,1.033978741,1,0,0
3,2,0.733865826,1,0,0
3,100,0.986120517,0,0,1
3,0,0.783874837,1,0,0
3,2,0.936093198,0,0,1
3,2,0.88391725,1,0,0
3,100,0.6338194,1,1,1
3,100,0.700516702,1,0,0
3,2,0.650489656,1,0,0
3,0,0.986108284,0,0,1
3,2,1.083992125,1,0,0
3,100,0.683843754,1,0,0
3,0,0.833890928,1,0,0
3,100,0.733855387,1,0,0
3,2,0.667173578,1,0,0
3,100,0.769404928,0,0,1
3,2,0.583806165,1,1,1
3,100,0.750525172,1,1,1
3,2,0.600473678,1,1,1
3,0,0.667162267,1,0,0
3,0,0.569281559,0,0,1
3,0,0.652658304,0,0,1
3,2,1.002710641,0,0,1
3,100,1.734260676,1,0,0
3,2,1.250720236,1,1,1
3,0,0.617186977,1,0,0
3,2,0.633758822,1,0,0
3,2,0.533816182,1,0,0
3,0,0.967283334,1,1,1
3,100,0.933933689,1,1,1
3,2,0.717230705,1,0,0
3,100,0.517178348,1,0,0
3,0,0.63384597,1,0,0
3,2,0.702590481,0,0,1
3,0,0.617154372,1,0,0
3,100,1.099955087,1,1,1
3,2,0.950547056,1,1,1
3,100,0.90062796,1,0,0
3,0,0.750505256,1,0,0
3,0,0.702523019,0,0,1
3,0,1.486133296,0,0,1
3,0,1.884262323,1,0,0
3,0,0.883854088,1,0,0
3,2,1.069510959,0,1,0
3,2,1.284069147,1,1,1
3,0,0.917258083,1,0,0
3,0,1.367443751,1,1,1
3,100,1.252921867,0,1,0
3,100,1.369566698,0,1,0
3,2,0.783880683,1,0,0
3,0,0.519236576,0,0,1
3,0,0.769386401,0,0,1
3,0,0.95060024,1,0,0
3,0,0.750531197,1,1,1
3,0,0.517105983,1,1,1
3,0,0.500444534,1,1,1
3,100,0.500463805,1,1,1
3,2,0.402607083,0,1,0
3,100,0.683848574,1,0,0
3,0,0.65049765,1,0,0
3,100,0.569323789,0,0,1
3,2,0.65049208,1,0,0
3,2,0.736049991,0,0,1
3,2,1.083995527,1,0,0
3,0,0.650498418,1,1,1
3,100,0.500441118,1,1,1
3,2,0.569279967,0,1,0
3,2,0.633822559,1,1,1
3,0,0.767209684,1,0,0
3,0,0.71718721,1,1,1
3,100,1.302905497,0,1,0
3,0,0.667169502,1,0,0
3,0,0.583818855,1,0,0
3,100,0.617155731,1,0,0
3,100,0.76720952,1,0,0
3,0,1.169518195,0,0,1
3,2,0.90058453,1,1,1
3,0,0.83389366,1,0,0
3,0,0.783879394,1,0,0
3,100,0.817231161,1,1,1
3,2,0.719354574,0,0,1
3,0,0.767206227,1,0,0
3,0,0.583812592,1,1,1
3,2,0.767206996,1,1,1
3,0,0.900587738,1,1,1
3,2,0.650604654,1,1,1
3,2,0.533786553,1,0,0
3,2,0.48377358,1,0,0
3,100,0.802766964,0,0,1
3,100,0.58380445,1,0,0
3,2,0.750532095,1,0,0
3,0,0.733867592,1,0,0
3,2,0.600472781,1,1,1
3,0,0.73386046,1,1,1
3,100,0.686018973,0,0,1
3,2,0.867244168,1,1,1
3,100,0.850573353,1,1,1
3,0,0.650588512,1,0,0
3,2,0.650493732,1,1,1
3,0,0.802763146,0,0,1
3,100,0.619312731,0,1,0
3,0,0.58380922,1,0,0
3,2,0.650494962,1,0,0
3,0,0.550457715,1,0,0
3,2,0.617161627,1,0,0
3,2,0.60047525,1,0,0
3,2,0.583810147,1,0,0
3,100,0.600476301,1,0,0
3,100,0.952797502,0,1,0
3,0,0.783880882,1,1,1
3,100,0.719367864,0,0,1
3,100,0.702687944,0,0,1
3,0,0.967279952,1,1,1
3,0,1.033971808,1,1,1
3,0,0.667161642,1,1,1
3,2,0.867241808,1,1,1
3,0,0.61715215,1,0,0
3,0,0.700524175,1,1,1
3,0,0.750528995,1,0,0
3,0,0.58383696,1,1,1
3,0,0.650489581,1,0,0
3,100,0.667286602,1,0,0
3,2,0.583810772,1,0,0
3,0,0.633825029,1,0,0
3,0,0.650493539,1,1,1
3,2,0.767209882,1,1,1
3,0,0.58381406,1,0,0
3,2,0.550459099,1,1,1
3,0,0.717185489,1,1,1
3,100,0.583803031,1,1,1
3,0,0.567135414,1,0,0
3,0,0.417068116,1,1,1
3,2,0.319181081,0,0,1
3,2,0.517110931,1,1,1
3,100,0.652668088,0,1,0
3,100,0.633821731,1,1,1
3,0,0.550454527,1,0,0
3,2,0.95056337,1,1,1
3,0,0.619311843,0,0,1
3,100,0.617154273,1,1,1
3,100,0.583804648,1,0,0
3,0,0.800562364,1,1,1
3,100,0.483767193,1,1,1
3,100,0.817238079,1,0,0
3,2,0.567136049,1,0,0
3,0,0.600490692,1,1,1
3,0,0.600478583,1,0,0
3,2,0.535953138,0,1,0
3,100,0.452586137,0,0,1
3,0,0.783917796,1,1,1
3,100,0.550459466,1,1,1
3,2,0.702686089,0,1,0
3,2,0.950609538,1,0,0
3,0,0.633820492,1,0,0
3,2,0.669309299,0,0,1
3,0,1.067318091,1,1,1
3,0,0.819384328,0,0,1
3,100,1.150689546,1,0,0
3,0,0.68384479,1,0,0
3,0,0.752407779,0,0,1
3,0,1.217372798,1,0,0
3,0,1.002801638,0,0,1
3,100,1.23404952,1,1,1
3,0,1.033969403,1,1,1
3,0,0.850567025,1,0,0
3,0,1.402929767,0,0,1
3,100,0.750531817,1,0,0
3,2,1.300740177,1,1,1
3,100,0.90275972,0,1,0
3,2,0.6838472,1,0,0
3,0,0.519302491,0,0,1
3,100,0.633822158,1,0,0
3,0,0.567127847,1,0,0
3,0,0.583798935,1,0,0
3,0,0.867243806,1,1,1
3,2,0.517113367,1,0,0
3,0,0.583812255,1,0,0
3,0,0.650497838,1,1,1
3,0,0.602663204,0,1,0
3,0,0.633818007,1,0,0
3,0,0.700516548,1,1,1
3,0,0.583812304,1,1,1
3,100,0.569318741,0,1,0
3,2,0.583813445,1,1,1
3,2,0.550466344,1,1,1
3,0,0.583807112,1,0,0
3,100,0.683845281,1,1,1
3,100,0.71719391,1,1,1
3,2,0.617155279,1,1,1
3,0,0.702718536,0,0,1
3,0,0.817234845,1,1,1
3,0,1.152860416,0,0,1
3,100,0.952788784,0,1,0
3,2,0.886119431,0,1,0
3,2,1.050641489,1,0,0
3,0,0.683850875,1,0,0
3,2,0.867246316,1,1,1
3,100,0.869385652,0,1,0
3,100,0.717179776,1,1,1
3,0,1.167361338,1,0,0
3,2,0.667165465,1,0,0
3,2,0.500473638,1,1,1
3,2,0.533782005,1,1,1
3,100,0.783884898,1,1,1
3,0,1.083985659,1,0,0
3,0,0.633818696,1,0,0
3,2,0.583809889,1,1,1
3,0,0.750528311,1,0,0
3,100,0.617148372,1,1,1
3,100,0.500446979,1,1,1
3,0,0.950601723,1,0,0
3,0,0.433757195,1,1,1
3,100,0.85056587,1,1,1
3,2,0.567133267,1,1,1
3,0,0.650502956,1,0,0
3,2,0.883913015,1,0,0
3,0,0.833894687,1,0,0
3,0,0.50044634,1,0,0
3,2,0.467103939,1,1,1
3,2,0.467093724,1,1,1
3,100,0.700577845,1,0,0
3,0,0.767214191,1,1,1
3,0,0.750539984,1,1,1
3,0,0.752682945,0,1,0
3,2,0.517113728,1,0,0
3,2,0.600485788,1,1,1
3,0,0.750535952,1,0,0
3,0,1.117335091,1,0,0
3,100,0.467095236,1,1,1
3,0,0.517112003,1,1,1
3,0,0.750539071,1,0,0
3,2,0.433757315,1,1,1
3,100,0.519271696,0,1,0
3,0,0.617142852,1,0,0
3,100,0.519270143,0,0,1
3,0,0.750535645,1,1,1
3,100,0.902749157,0,1,0
3,100,1.117332904,1,1,1
3,2,0.450427302,1,1,1
3,0,0.583812389,1,0,0
3,100,0.800547288,1,1,1
3,0,0.483766702,1,1,1
3,100,0.886092395,0,1,0
3,2,0.517108393,1,1,1
3,2,0.567144717,1,0,0
3,2,0.667162311,1,0,0
3,2,0.550458489,1,0,0
3,0,0.633829006,1,1,1
3,0,0.517161894,1,0,0
3,0,0.617148857,1,0,0
3,0,0.583805957,1,0,0
3,2,0.533787669,1,0,0
3,100,0.767201705,1,1,1
3,0,0.65265758,0,0,1
3,0,0.51719327,1,1,1
3,2,0.750552372,1,1,1
3,100,1.250714817,1,0,0
3,100,0.519296406,0,1,0
3,100,0.6504946,1,1,1
3,0,1.08398858,1,1,1
3,100,0.736029615,0,0,1
3,100,0.733863511,1,0,0
3,2,0.667170473,1,0,0
3,2,0.750532734,1,0,0
3,100,0.567124762,1,0,0
3,0,0.700516404,1,1,1
3,0,0.567138736,1,0,0
3,100,0.600480918,1,0,0
3,100,0.617228354,1,1,1
3,100,0.517117046,1,0,0
3,0,0.467098728,1,0,0
3,100,0.450421852,1,1,1
3,0,0.53378689,1,1,1
3,2,0.500444445,1,1,1
3,0,0.483761966,1,0,0
3,0,0.433747327,1,1,1
3,0,0.483776094,1,0,0
3,2,0.46709904,1,1,1
3,2,0.485923935,0,0,1
3,2,0.517109136,1,1,1
3,100,0.800546843,1,0,0
3,100,0.419250094,0,1,0
3,100,0.517109494,1,0,0
3,100,0.535921703,0,0,1
3,100,0.817227893,1,0,0
3,100,0.767237836,1,0,0
3,2,0.602623463,0,0,1
3,100,1.03614488,0,1,0
